f4_01.pdf|Shell 1|Spitzer 8~$\mu$m map toward Shell 1. Contours show $^{12}$CO integrated from 10.0 to 12.5~km~s$^{-1}$. Contours are drawn from 81 to 96$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_02.pdf|Shell 2|Spitzer 8~$\mu$m map toward Shell 2. Contours show $^{12}$CO integrated from 10.8 to 11.6~km~s$^{-1}$. Contours are drawn from 115 to 130$\sigma$ with steps of 3$\sigma$, where $\sigma = 0.3$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_03.pdf|Shell 3|Spitzer 8~$\mu$m map toward Shell 3. Contours show $^{12}$CO integrated from 10.8 to 11.7~km~s$^{-1}$. Contours are drawn from 90 to 120$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.3$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_04.pdf|Shell 4|Spitzer 8~$\mu$m map toward Shell 4. Contours show $^{12}$CO integrated from 11.5 to 12.5~km~s$^{-1}$. Contours are drawn from 75 to 150$\sigma$ with steps of 15$\sigma$, where $\sigma = 0.4$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_05.pdf|Shell 5|Herschel-Planck dust temperature map toward Shell 5. Contours show $^{12}$CO integrated from 10.9 to 11.9~km~s$^{-1}$. Contours are drawn from 60 to 100$\sigma$ with steps of 10$\sigma$, where $\sigma = 0.4$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_06.pdf|Shell 6|Spitzer 3.6~$\mu$m map toward Shell 6. Contours show $^{12}$CO integrated from 8.6 to 10.6~km~s$^{-1}$. Contours are drawn from 50 to 80$\sigma$ with steps of 6$\sigma$, where $\sigma = 0.8$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_07.pdf|Shell 7|Spitzer 3.6~$\mu$m map toward Shell 7. Contours show $^{12}$CO integrated from 11.8 to 13.9~km~s$^{-1}$. Contours are drawn from 30 to 70$\sigma$ with steps of 10$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_08.pdf|Shell 8|Herschel-Planck dust temperature map toward Shell 8. Contours show $^{12}$CO integrated from 12.5 to 14.0~km~s$^{-1}$. Contours are drawn from 30 to 70$\sigma$ with steps of 10$\sigma$, where $\sigma = 0.6$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_09.pdf|Shell 9|Spitzer 8~$\mu$m map toward Shell 9. Contours show $^{12}$CO integrated from 8.2 to 10.0~km~s$^{-1}$. Contours are drawn from 15 to 90$\sigma$ with steps of 25$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_10.pdf|Shell 10|Spitzer 8~$\mu$m map toward Shell 10. Contours show $^{13}$CO integrated from 8.5 to 13.5~km~s$^{-1}$. Contours are drawn from 10 to 22$\sigma$ with steps of 2$\sigma$, where $\sigma = 1.2$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_11.pdf|Shell 11|Spitzer 8~$\mu$m map toward Shell 11. Contours show $^{12}$CO integrated from 11.7 to 13.4~km~s$^{-1}$. Contours are drawn from 35 to 75$\sigma$ with steps of 8$\sigma$, where $\sigma = 0.7$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_12.pdf|Shell 12|Herschel-Planck dust temperature map toward Shell 12. Contours show $^{12}$CO integrated from 7.3 to 8.1~km~s$^{-1}$. Contours are drawn from 60 to 100$\sigma$ with steps of 10$\sigma$, where $\sigma = 0.3$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_13.pdf|Shell 13|Herschel-Planck dust temperature map toward Shell 13. Contours show $^{13}$CO integrated from 6.7 to 8.6~km~s$^{-1}$. Contours are drawn from 10 to 40$\sigma$ with steps of 10$\sigma$, where $\sigma = 0.3$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_14.pdf|Shell 14|Spitzer 8~$\mu$m map toward Shell 14. Contours show $^{12}$CO integrated from 11.9 to 14.2~km~s$^{-1}$. Contours are drawn from 31 to 56$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_15.pdf|Shell 15|Herschel-Planck dust temperature map toward Shell 15. Contours show $^{12}$CO integrated from 6.8 to 8.2~km~s$^{-1}$. Contours are drawn from 40 to 100$\sigma$ with steps of 10$\sigma$, where $\sigma = 0.6$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_16.pdf|Shell 16|Herschel-Planck dust temperature map toward Shell 16. Contours show $^{12}$CO integrated from 6.4 to 8.7~km~s$^{-1}$. Contours are drawn from 25 to 75$\sigma$ with steps of 10$\sigma$, where $\sigma = 0.8$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_17.pdf|Shell 17|Spitzer 24~$\mu$m map toward Shell 17. Contours show $^{12}$CO integrated from 7.1 to 7.7~km~s$^{-1}$. Contours are drawn from 20 to 40$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.3$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_18.pdf|Shell 18|Spitzer 24~$\mu$m map toward Shell 18. Contours show $^{13}$CO integrated from 7.7 to 9.1~km~s$^{-1}$. Contours are drawn from 40 to 60$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.3$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_19.pdf|Shell 19|Spitzer 8~$\mu$m map toward Shell 19. Contours show $^{12}$CO integrated from 4.4 to 13.3~km~s$^{-1}$. Contours are drawn from 15 to 35$\sigma$ with steps of 5$\sigma$, where $\sigma = 3.5$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_20.pdf|Shell 20|Herschel-Planck dust temperature map toward Shell 20. Contours show $^{12}$CO integrated from 9.1 to 11.3~km~s$^{-1}$. Contours are drawn from 20 to 30$\sigma$ with steps of 3$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_21.pdf|Shell 21|Spitzer 8~$\mu$m map toward Shell 21. Contours show $^{12}$CO integrated from 3.3 to 8.0~km~s$^{-1}$. Contours are drawn from 5 to 17$\sigma$ with steps of 3$\sigma$, where $\sigma = 1.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_22.pdf|Shell 22|Spitzer 8~$\mu$m map toward Shell 22. Contours show $^{13}$CO integrated from 7.9 to 10.0~km~s$^{-1}$. Contours are drawn from 40 to 60$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.4$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_23.pdf|Shell 23|Herschel-Planck dust temperature map toward Shell 23. Contours show $^{13}$CO integrated from 7.5 to 10.4~km~s$^{-1}$. Contours are drawn from 20 to 40$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.6$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_24.pdf|Shell 24|Spitzer 8~$\mu$m map toward Shell 24. Contours show $^{12}$CO integrated from 4.4 to 6.0~km~s$^{-1}$. Contours are drawn from 14 to 24$\sigma$ with steps of 2$\sigma$, where $\sigma = 0.6$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_25.pdf|Shell 25|Herschel-Planck dust temperature map toward Shell 25. Contours show $^{13}$CO integrated from 5.0 to 9.0~km~s$^{-1}$. Contours are drawn from 15 to 35$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_26.pdf|Shell 26|Spitzer 8~$\mu$m map toward Shell 26. Contours show $^{12}$CO integrated from 5.3 to 11.6~km~s$^{-1}$. Contours are drawn from 41 to 45$\sigma$ with steps of 1$\sigma$, where $\sigma = 2.3$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_27.pdf|Shell 27|Spitzer 24~$\mu$m map toward Shell 27. Contours show $^{12}$CO integrated from 4.2 to 6.5~km~s$^{-1}$. Contours are drawn from 10 to 30$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_28.pdf|Shell 28|Spitzer 3.6~$\mu$m map toward Shell 28. Contours show $^{12}$CO integrated from 7.7 to 10.2~km~s$^{-1}$. Contours are drawn from 55 to 75$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_29.pdf|Shell 29|Spitzer 8~$\mu$m map toward Shell 29. Contours show $^{12}$CO integrated from 3.0 to 4.7~km~s$^{-1}$. Contours are drawn from 8 to 20$\sigma$ with steps of 3$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_30.pdf|Shell 30|Herschel-Planck dust temperature map toward Shell 30. Contours show $^{13}$CO integrated from 7.6 to 9.4~km~s$^{-1}$. Contours are drawn from 15 to 30$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.4$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_31.pdf|Shell 31|Herschel-Planck dust temperature map toward Shell 31. Contours show $^{12}$CO integrated from 7.4 to 9.5~km~s$^{-1}$. Contours are drawn from 55 to 75$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.8$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_32.pdf|Shell 32|Spitzer 3.6~$\mu$m map toward Shell 32. Contours show $^{12}$CO integrated from 7.5 to 8.6~km~s$^{-1}$. Contours are drawn from 51 to 66$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.4$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_33.pdf|Shell 33|Herschel-Planck dust temperature map toward Shell 33. Contours show $^{12}$CO integrated from 8.4 to 11.4~km~s$^{-1}$. Contours are drawn from 20 to 32$\sigma$ with steps of 4$\sigma$, where $\sigma = 1.2$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_34.pdf|Shell 34|Spitzer 8~$\mu$m map toward Shell 34. Contours show $^{12}$CO integrated from 7.7 to 9.9~km~s$^{-1}$. Contours are drawn from 15 to 55$\sigma$ with steps of 10$\sigma$, where $\sigma = 0.9$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_35.pdf|Shell 35|Spitzer 8~$\mu$m map toward Shell 35. Contours show $^{13}$CO integrated from 7.0 to 9.1~km~s$^{-1}$. Contours are drawn from 30 to 50$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.5$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_36.pdf|Shell 36|Spitzer 8~$\mu$m map toward Shell 36. Contours show $^{13}$CO integrated from 7.3 to 8.3~km~s$^{-1}$. Contours are drawn from 20 to 35$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.2$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_37.pdf|Shell 37|Herschel-Planck dust temperature map toward Shell 37. Contours show $^{12}$CO integrated from 4.9 to 10.1~km~s$^{-1}$. Contours are drawn from 27 to 39$\sigma$ with steps of 4$\sigma$, where $\sigma = 2.1$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_38.pdf|Shell 38|Spitzer 8~$\mu$m map toward Shell 38. Contours show $^{13}$CO integrated from 8.0 to 10.0~km~s$^{-1}$. Contours are drawn from 12 to 32$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.6$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_39.pdf|Shell 39|Spitzer 8~$\mu$m map toward Shell 39. Contours show $^{13}$CO integrated from 9.0 to 11.0~km~s$^{-1}$. Contours are drawn from 20 to 40$\sigma$ with steps of 5$\sigma$, where $\sigma = 0.5$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_40.pdf|Shell 40|Spitzer 8~$\mu$m map toward Shell 40. Contours show $^{12}$CO integrated from 10.2 to 12.0~km~s$^{-1}$. Contours are drawn from 20 to 32$\sigma$ with steps of 3$\sigma$, where $\sigma = 0.7$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_41.pdf|Shell 41|Spitzer 8~$\mu$m map toward Shell 41. Contours show $^{12}$CO integrated from 6.4 to 10.2~km~s$^{-1}$. Contours are drawn from 45 to 60$\sigma$ with steps of 5$\sigma$, where $\sigma = 1.6$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
f4_42.pdf|Shell 42|Spitzer 8~$\mu$m map toward Shell 42. Contours show $^{12}$CO integrated from 6.1 to 8.0~km~s$^{-1}$. Contours are drawn from 17 to 26$\sigma$ with steps of 3$\sigma$, where $\sigma = 1.1$~K~km~s$^{-1}$. The large solid circle and dashed annulus indicate the best-fit radius and thickness of the CO shell, respectively. White stars indicate intermediate-mass stars of spectral type B, A, and F. Cyan crosses indicate young stellar objects from the Spitzer Orion catalog.
